timestamp,config_min_core,config_max_core,config_max_queue,current_core,current_max,active_threads,queue_size,queue_capacity,queue_utilization,idle_ratio
2025-04-26T20:03:10.2767365,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:03:15.2866097,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:03:20.3058014,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:03:25.3236154,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:03:30.3335373,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:03:35.3485447,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:03:40.3601596,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:03:45.3704556,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:03:50.3883016,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:03:55.4042209,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:04:00.4117261,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:04:05.4212927,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:04:10.4366501,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:04:15.4465616,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:04:20.4528053,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:04:25.4706003,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:04:30.4771201,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:04:35.4931051,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:04:40.5015531,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:04:45.5197818,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:04:50.5294565,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:04:55.5496021,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:05:00.5699118,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:05:05.5839719,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:05:10.5962754,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:05:15.6084484,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:05:20.6197159,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:05:25.628547,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:05:30.6430188,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:05:35.6602951,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:05:40.6696813,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:05:45.6796902,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:05:50.6897631,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:05:55.6990595,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:06:00.7096537,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:06:05.7190787,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:06:10.7304864,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:06:15.7486855,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:06:20.7566299,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:06:25.7681273,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:06:30.7851735,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:06:35.7968929,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:06:40.8029487,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:06:45.8078862,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:06:50.8232657,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:06:55.8309209,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:07:00.8426297,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:07:05.8532907,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:07:10.8578914,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:07:15.8760535,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:07:20.8844659,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:07:25.8887072,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:07:30.8940583,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:07:35.8978288,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:07:40.9023249,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:07:45.9099588,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:07:50.922592,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:07:55.936898,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:08:00.9480312,8,32,500,8,32,0,0,500,0.0000,0.0000
2025-04-26T20:08:05.9523128,8,32,500,8,32,0,0,500,0.0000,0.0000
